run,version,purchaseOrdinal,beforeGold,afterGold,displayedPrice,derivedGoldSpent,acceptedUnits,deployedCount,farmingActive,inputElapsedSeconds,beforeElapsedSeconds,afterElapsedSeconds,beforeScreenshot,afterScreenshot,beforeSha256,afterSha256,status,notes
RUN-03,LIVE_CRAZY3.16.2,11,3435,3434,1,1,1,0,NO,6260.426,6260.413,6261.131,analysis/reference/purchase_capture/purchase-accepted-10-after.png,analysis/reference/purchase_capture/purchase-accepted-11-after.png,6d6949360e9e25fe45a47a996142ffb0be16a4c8b040c94021a7ed33c8f003cb,a1f5e86e5080f863595ad61b5643ac4547e5ec6d84470cff0ada6605d22c2543,OBSERVED_SINGLE_PURCHASE,"HUD currency, displayed price, one additional tier1 unit and zero deployed visually verified. Intervening merge/discovery/tutorial rewards outside this interval are excluded."
RUN-03,LIVE_CRAZY3.16.2,12,3434,3433,1,1,1,0,NO,6261.141,6261.131,6262.015,analysis/reference/purchase_capture/purchase-accepted-11-after.png,analysis/reference/purchase_capture/purchase-accepted-12-after.png,a1f5e86e5080f863595ad61b5643ac4547e5ec6d84470cff0ada6605d22c2543,03c6a8162cfa7e6c7e34c9339ace3e69e3d0cfc4bd49a57bd2f4e42d6e700798,OBSERVED_SINGLE_PURCHASE,"HUD currency, displayed price, one additional tier1 unit and zero deployed visually verified. Intervening merge/discovery/tutorial rewards outside this interval are excluded."
RUN-03,LIVE_CRAZY3.16.2,13,3433,3432,1,1,1,0,NO,6262.043,6262.015,6262.702,analysis/reference/purchase_capture/purchase-accepted-12-after.png,analysis/reference/purchase_capture/purchase-accepted-13-after.png,03c6a8162cfa7e6c7e34c9339ace3e69e3d0cfc4bd49a57bd2f4e42d6e700798,faaadf1bd3050ab2ca13edf730a7c1368d5ddfa15b3e89be8d354d1379516f9d,OBSERVED_SINGLE_PURCHASE,"HUD currency, displayed price, one additional tier1 unit and zero deployed visually verified. Intervening merge/discovery/tutorial rewards outside this interval are excluded."
RUN-03,LIVE_CRAZY3.16.2,14,3432,3431,1,1,1,0,NO,6485.141,6377.121,6485.994,analysis/reference/purchase_capture/purchase-14-before.png,analysis/reference/purchase_capture/purchase-accepted-14-after.png,b4d90bba5c35456be6afa56619936def70cf21b8fe9b6a2447ace1c3e639f4c7,9348bc467e970263edeb1fd9ebfd5b27c332133d6f2b840cb53caae80c597607,OBSERVED_SINGLE_PURCHASE,"Visually verified one added tier1 unit, displayed cost and gold delta; zero deployed. Successful ordinal is authoritative: capture named accepted-17 only dismissed a discovery popup and is not a purchase."
RUN-03,LIVE_CRAZY3.16.2,15,3431,3430,1,1,1,0,NO,6486.01,6485.994,6487.174,analysis/reference/purchase_capture/purchase-accepted-14-after.png,analysis/reference/purchase_capture/purchase-accepted-15-after.png,9348bc467e970263edeb1fd9ebfd5b27c332133d6f2b840cb53caae80c597607,fcb872fa245fa3d47bc1bbaaf6071e42f7e5317addd729bff2f59c25ea611aa1,OBSERVED_SINGLE_PURCHASE,"Visually verified one added tier1 unit, displayed cost and gold delta; zero deployed. Successful ordinal is authoritative: capture named accepted-17 only dismissed a discovery popup and is not a purchase."
RUN-03,LIVE_CRAZY3.16.2,16,3430,3428,2,2,1,0,NO,6487.189,6487.174,6488.285,analysis/reference/purchase_capture/purchase-accepted-15-after.png,analysis/reference/purchase_capture/purchase-accepted-16-after.png,fcb872fa245fa3d47bc1bbaaf6071e42f7e5317addd729bff2f59c25ea611aa1,012bf1891654a4333d7d26391a6bcfa7427af87588284803a7e1388039748bf4,OBSERVED_SINGLE_PURCHASE,"Visually verified one added tier1 unit, displayed cost and gold delta; zero deployed. Successful ordinal is authoritative: capture named accepted-17 only dismissed a discovery popup and is not a purchase."
RUN-03,LIVE_CRAZY3.16.2,17,4478,4476,2,2,1,0,NO,6663.981,6663.971,6664.723,analysis/reference/purchase_capture/purchase-accepted-17-after.png,analysis/reference/purchase_capture/purchase-accepted-18-after.png,bf4c639d1ac8ef3acb35a360fbd47fd2ca22b98d17851da07f64c3741a10814e,ed40bf512769dc433aab37d718e1f3c75f256142ed11d3bdcf6bfb5848cee009,OBSERVED_SINGLE_PURCHASE,"Visually verified one added tier1 unit, displayed cost and gold delta; zero deployed. Successful ordinal is authoritative: capture named accepted-17 only dismissed a discovery popup and is not a purchase."
RUN-03,LIVE_CRAZY3.16.2,18,4476,4474,2,2,1,0,NO,6664.744,6664.723,6665.389,analysis/reference/purchase_capture/purchase-accepted-18-after.png,analysis/reference/purchase_capture/purchase-accepted-19-after.png,ed40bf512769dc433aab37d718e1f3c75f256142ed11d3bdcf6bfb5848cee009,e85737ee5fef40ba3d6d862daf9d4207b5d078a951695fd9251da89c8f699676,OBSERVED_SINGLE_PURCHASE,"Visually verified one added tier1 unit, displayed cost and gold delta; zero deployed. Successful ordinal is authoritative: capture named accepted-17 only dismissed a discovery popup and is not a purchase."
RUN-03,LIVE_CRAZY3.16.2,19,4474,4472,2,2,1,0,NO,6665.403,6665.389,6666.005,analysis/reference/purchase_capture/purchase-accepted-19-after.png,analysis/reference/purchase_capture/purchase-accepted-20-after.png,e85737ee5fef40ba3d6d862daf9d4207b5d078a951695fd9251da89c8f699676,bae1e675e0e7a8f300183d82ebe0dbde8dc94b6d0ee42adabecf20467712eef6,OBSERVED_SINGLE_PURCHASE,"Visually verified one added tier1 unit, displayed cost and gold delta; zero deployed. Successful ordinal is authoritative: capture named accepted-17 only dismissed a discovery popup and is not a purchase."
RUN-03,LIVE_CRAZY3.16.2,20,4472,4470,2,2,1,0,NO,6666.011,6666.005,6666.614,analysis/reference/purchase_capture/purchase-accepted-20-after.png,analysis/reference/purchase_capture/purchase-accepted-21-after.png,bae1e675e0e7a8f300183d82ebe0dbde8dc94b6d0ee42adabecf20467712eef6,a8d199a1e6c6179de781c2db6c5224237a8ad69032efe9d12d2d38cd7bcb6e0f,OBSERVED_SINGLE_PURCHASE,"Visually verified one added tier1 unit, displayed cost and gold delta; zero deployed. Successful ordinal is authoritative: capture named accepted-17 only dismissed a discovery popup and is not a purchase."
RUN-03,LIVE_CRAZY3.16.2,21,4470,4468,2,2,1,0,NO,6759.383,6666.614,6760.1,analysis/reference/purchase_capture/purchase-accepted-21-after.png,analysis/reference/purchase_capture/purchase-final-21-after.png,a8d199a1e6c6179de781c2db6c5224237a8ad69032efe9d12d2d38cd7bcb6e0f,5c1d0c39757d97fa703e55f2a5582235ee94595a8bd63d59e65229e6e4ef2b55,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,22,4468,4466,2,2,1,0,NO,6826.843,6763.822,6827.708,analysis/reference/purchase_capture/purchase-final-22-before.png,analysis/reference/purchase_capture/purchase-final-22-after.png,b2c61ae0c85bd57ff9d7c3cfc3707921095ca7887d5de13df4edbd34ffa6e796,c84cdd14b4f7ea74b8ab558a59c7acc569837b977100b12f4801171bd876f64a,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,23,4466,4464,2,2,1,0,NO,6827.729,6827.708,6828.515,analysis/reference/purchase_capture/purchase-final-22-after.png,analysis/reference/purchase_capture/purchase-final-23-after.png,c84cdd14b4f7ea74b8ab558a59c7acc569837b977100b12f4801171bd876f64a,a8dc777893f96f78db3483b37769f9fadf2d915fcab8c5f8a0d57a35c611d6c0,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,24,4464,4461,3,3,1,0,NO,6828.519,6828.515,6829.269,analysis/reference/purchase_capture/purchase-final-23-after.png,analysis/reference/purchase_capture/purchase-final-24-after.png,a8dc777893f96f78db3483b37769f9fadf2d915fcab8c5f8a0d57a35c611d6c0,2707ba7e84e4ecd0366211d25d9b96630a82512c1dd0b27175f9eec1cf4272e6,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,25,4461,4458,3,3,1,0,NO,7103.911,6982.478,7104.668,analysis/reference/purchase_capture/purchase-final-25-before.png,analysis/reference/purchase_capture/purchase-final-25-after.png,3c6420c39853adcd4b8feeecc22dd7872d0b49767dce37ad381669abc3a69526,b22c164042d56c8c421b7153dc95854b722ab2054e31bf7ad0f01df8b4ffa1e9,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,26,4458,4455,3,3,1,0,NO,7104.673,7104.668,7105.56,analysis/reference/purchase_capture/purchase-final-25-after.png,analysis/reference/purchase_capture/purchase-final-26-after.png,b22c164042d56c8c421b7153dc95854b722ab2054e31bf7ad0f01df8b4ffa1e9,cbc786a2ef362dd7b7bf2f4fa3a73a28ca841d6c0cb92fdb54df963d6fa930ba,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,27,4455,4452,3,3,1,0,NO,7105.57,7105.56,7106.304,analysis/reference/purchase_capture/purchase-final-26-after.png,analysis/reference/purchase_capture/purchase-final-27-after.png,cbc786a2ef362dd7b7bf2f4fa3a73a28ca841d6c0cb92fdb54df963d6fa930ba,727d6b84a8cddb1cd5c853a57edcedf4f3480e36103bad81e6cf94500e7c59de,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,28,4452,4449,3,3,1,0,NO,7106.311,7106.304,7107.056,analysis/reference/purchase_capture/purchase-final-27-after.png,analysis/reference/purchase_capture/purchase-final-28-after.png,727d6b84a8cddb1cd5c853a57edcedf4f3480e36103bad81e6cf94500e7c59de,58e389b5b88f8cf3fa5201753734bf83d0a76f817bda8854d0d941e4e2264368,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,29,4449,4446,3,3,1,0,NO,7376.77,7271.814,7377.679,analysis/reference/purchase_capture/purchase-final-29-before.png,analysis/reference/purchase_capture/purchase-final-29-after.png,ec1fdce755c43131226cb98eb4896419004b586b79320ddaeb506283429f6fa9,fd1dabad5997356e4197e992eabcb983c3253036893bec137cc54e6450df7128,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
RUN-03,LIVE_CRAZY3.16.2,30,4446,4442,4,4,1,0,NO,7377.686,7377.679,7378.562,analysis/reference/purchase_capture/purchase-final-29-after.png,analysis/reference/purchase_capture/purchase-final-30-after.png,fd1dabad5997356e4197e992eabcb983c3253036893bec137cc54e6450df7128,46f80303159c5590ff5fd5c33ea28ad1206769699c2448e393dca990d4f83003,OBSERVED_SINGLE_PURCHASE,Visually reviewed raw screenshots;one new tier1;zero deployed;auto off;manual merges/rewards outside interval;raw filenames do not define accepted ordinal
